State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Grapes,Annabesahai,Local,01/03/2026,10000,12000,11000
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,01/03/2026,2400,3000,2700
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Marigold(Calcutta),Marigold(Calcutta),Local,01/03/2026,8000,10000,9000
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Rose(Local),"Rose (Local)",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,4200,5000,4600
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai ) APMC",Rose(Local),"Rose (Local)",Local,01/03/2026,6000,8000,7000
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Potato,Other,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,800,1000,900
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,6000,7200,6600
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1600,2000,1800
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,01/03/2026,8000,10000,9000
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai ) APMC",Tomato,Other,Local,01/03/2026,800,1000,900
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,1600,2000,1800
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC",Fig(Anjura/Anjeer),Anjura,Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC",Grapes,Annabesahai,Local,01/03/2026,13000,13000,13000
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,01/03/2026,1600,1600,1600
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC","Betal Leaves",Mysore,Local,01/03/2026,12000,12000,12000
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,2400,2400,2400
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,01/03/2026,12000,12000,12000
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"KKNagar(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,01/03/2026,22000,22000,22000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,2200,2200,2200
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,01/03/2026,11000,11000,11000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,01/03/2026,8000,12000,10000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,6000,6000,6000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Potato,Other,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2000,2600,2300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,01/03/2026,4000,4600,4300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,4600,4600,4600
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1800,1800,1800
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,2500,2500,2500
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,8000,8000,8000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,7000,7000,7000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,01/03/2026,5500,5500,5500
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1800,1800,1800
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,8000,8000,8000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,01/03/2026,11000,11000,11000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,6000,6000,6000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,4600,4600,4600
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,2500,2500,2500
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1600,1600,1600
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,7800,7800,7800
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2200,2200,2200
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,10000,10000,10000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,800,1000,900
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,2600,2600,2600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,01/03/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,01/03/2026,13000,14000,13500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,2000,2000,2000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,01/03/2026,1500,1500,1500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,6600,6600,6600
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,6500,6500,6500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,01/03/2026,1500,1500,1500
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,01/03/2026,3000,5000,4000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,1800,1800,1800
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,8000,8000,8000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,2500,2500,2500
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,01/03/2026,4000,8000,6000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,6000,6000,6000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,01/03/2026,8000,8000,8000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,10000,10000,10000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,1200,1500,1350
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai ) APMC",Lime,Lime,Local,01/03/2026,10000,12000,11000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,6000,7000,6500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,4800,5800,5300
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Lime,Lime,Local,01/03/2026,12000,14000,13000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Soyabean,Local,Local,01/03/2026,9000,11000,10000
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,01/03/2026,1600,2000,1800
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,1600,2000,1800
